season,family,gid,plant,replicated,P_rachis_weight,soluble_solids
2019,jardin,G_Alburla,1,R1,11.3,11
2019,jardin,G_Alburla,1,R2,6.7,12
2019,jardin,G_Alburla,1,R3,10.1,17
2019,jardin,G_Alburla,2,R1,8.9,15
2019,jardin,G_Alburla,2,R2,8.8,13
2019,jardin,G_Alburla,2,R3,4.5,14
2019,jardin,G_Alburla,3,R1,9.9,17
2019,jardin,G_Alburla,3,R2,12.5,17
2019,jardin,G_Alburla,3,R3,15.2,12
2019,jardin,G_Tandaya,1,R1,10.5,15
2019,jardin,G_Ribier,1,R1,4.4,15
2019,jardin,G_Ribier,1,R2,2.9,16
2019,jardin,G_Ribier,1,R3,4.7,16
2019,jardin,G_Ribier,2,R1,6.2,15
2019,jardin,G_Ribier,2,R2,7.7,15
2019,jardin,G_Ribier,2,R3,5.7,17
2019,jardin,G_Blush,1,R1,8.7,15
2019,jardin,G_Blush,1,R2,7.4,16
2019,jardin,G_Blush,1,R3,8.1,19
2019,jardin,G_Blush,2,R1,6.3,18
2019,jardin,G_Blush,2,R2,6.5,14
2019,jardin,G_Blush,2,R3,5,15
2019,jardin,G_Blush,3,R1,5,15
2019,jardin,G_Blush,3,R2,10.5,15
2019,jardin,G_Blush,3,R3,4.8,13
2019,jardin,G_Moscatel.Rosada,1,R1,10.7,17
2019,jardin,G_Moscatel.Rosada,1,R2,5.3,15
2019,jardin,G_Moscatel.Rosada,1,R3,6.6,16
2019,jardin,G_Moscatel.Rosada,2,R1,8,16
2019,jardin,G_Moscatel.Rosada,2,R2,13.7,18
2019,jardin,G_Moscatel.Rosada,2,R3,7.9,16
2019,jardin,G_Moscatel.Rosada,3,R1,4.5,16
2019,jardin,G_Moscatel.Rosada,3,R2,10.4,17
2019,jardin,G_Moscatel.Rosada,3,R3,12.5,17
2019,jardin,G_Espadeiro.Tinto,1,R1,8.6,14
2019,jardin,G_Espadeiro.Tinto,1,R2,5.9,12
2019,jardin,G_Espadeiro.Tinto,1,R3,4.9,13
2019,jardin,G_Espadeiro.Tinto,2,R1,8.9,13
2019,jardin,G_Espadeiro.Tinto,2,R2,8.8,14
2019,jardin,G_Espadeiro.Tinto,2,R3,6.1,13
2019,jardin,G_Espadeiro.Tinto,3,R1,5.2,16
2019,jardin,G_Espadeiro.Tinto,3,R2,7.4,15
2019,jardin,G_Espadeiro.Tinto,3,R3,5.2,16
2019,jardin,G_Calmeria,1,R1,7.6,16
2019,jardin,G_Calmeria,1,R2,4.1,17
2019,jardin,G_Calmeria,1,R3,8.6,18
2019,jardin,G_Calmeria,2,R1,9.4,22
2019,jardin,G_Calmeria,2,R2,15.2,19
2019,jardin,G_Calmeria,2,R3,10.8,20
2019,jardin,G_Calmeria,3,R1,6.2,20
2019,jardin,G_Calmeria,3,R2,12.5,19
2019,jardin,G_Calmeria,3,R3,10.1,22
2019,jardin,G_Titsa.Kaprei,1,R1,18.4,14
2019,jardin,G_Titsa.Kaprei,1,R2,13.7,16
2019,jardin,G_Titsa.Kaprei,1,R3,13.1,13
2019,jardin,G_Titsa.Kaprei,2,R1,6.7,14
2019,jardin,G_Titsa.Kaprei,2,R2,7.7,14
2019,jardin,G_Titsa.Kaprei,2,R3,6,15
2019,jardin,G_Titsa.Kaprei,3,R1,11.9,14
2019,jardin,G_Titsa.Kaprei,3,R2,8.9,14
2019,jardin,G_Titsa.Kaprei,3,R3,6.4,15
2019,jardin,G_Gros.Colman,1,R1,7.7,12
2019,jardin,G_Gros.Colman,1,R2,17.8,13
2019,jardin,G_Gros.Colman,1,R3,4.1,14
2019,jardin,G_Red,1,R1,12.2,15
2019,jardin,G_Red,1,R2,12.5,16
2019,jardin,G_Red,1,R3,5.4,13
2019,jardin,G_Red,2,R1,5.8,14
2019,jardin,G_Red,2,R2,9.1,14
2019,jardin,G_Red,2,R3,6.8,14
2019,jardin,G_Red,3,R1,13.7,14
2019,jardin,G_Red,3,R2,12.6,14
2019,jardin,G_Red,3,R3,19.5,14
2018,jardin,G_Agourane,1,R1,10,18.2
2018,jardin,G_Agourane,1,R2,8,19
2018,jardin,G_Agourane,2,R1,13,18.2
2018,jardin,G_Agourane,2,R2,8,16
2018,jardin,G_Agourane,3,R1,6,15.2
2018,jardin,G_Agourane,3,R2,9,16
2018,jardin,G_AK.ouziom,1,R1,8,16
2018,jardin,G_AK.ouziom,1,R2,10,16
2018,jardin,G_AK.ouziom,1,R3,5,NA
2018,jardin,G_AK.ouziom,2,R1,7,18
2018,jardin,G_AK.ouziom,2,R2,4,18.1
2018,jardin,G_AK.ouziom,2,R3,9,18
2018,jardin,G_Alburla,1,R1,5,16
2018,jardin,G_Alburla,1,R2,3,15.6
2018,jardin,G_Alburla,1,R3,4,14.8
2018,jardin,G_Alburla,2,R1,7,16
2018,jardin,G_Alburla,2,R2,10,14
2018,jardin,G_Alburla,2,R3,10,14
2018,jardin,G_Alburla,3,R1,7,14
2018,jardin,G_Alburla,3,R2,6,15
2018,jardin,G_Alburla,3,R3,6,17
2018,jardin,G_Arna.Guirna,1,R1,4,19
2018,jardin,G_Arna.Guirna,1,R2,7,19
2018,jardin,G_Arna.Guirna,1,R3,6,19.3
2018,jardin,G_Arna.Guirna,2,R1,5,20.5
2018,jardin,G_Arna.Guirna,2,R2,4,19
2018,jardin,G_Arna.Guirna,2,R3,4,20
2018,jardin,G_Assyl.Kara,1,R1,20,15.8
2018,jardin,G_Assyl.Kara,1,R2,17,17
2018,jardin,G_Assyl.Kara,1,R3,16,15.1
2018,jardin,G_Assyl.Kara,2,R1,15,15
2018,jardin,G_Assyl.Kara,2,R2,10,16
2018,jardin,G_Assyl.Kara,2,R3,11,16
2018,jardin,G_Assyl.Kara,3,R1,14,15.2
2018,jardin,G_Assyl.Kara,3,R2,10,15
2018,jardin,G_Assyl.Kara,3,R3,11,16.8
2018,jardin,G_Autumn.Royal,1,R1,9,18
2018,jardin,G_Autumn.Royal,1,R2,6,17
2018,jardin,G_Autumn.Royal,2,R1,6,16
2018,jardin,G_Autumn.Royal,2,R2,7,19.6
2018,jardin,G_Autumn.Royal,2,R3,6,17
2018,jardin,G_Autumn.Royal,3,R1,6,16.4
2018,jardin,G_Autumn.Royal,3,R2,7,18
2018,jardin,G_Autumn.Royal,3,R3,3,18
2018,jardin,G_Autumn.Seedless,1,R1,10,17.2
2018,jardin,G_Autumn.Seedless,1,R2,9,18
2018,jardin,G_Autumn.Seedless,1,R3,6,16.4
2018,jardin,G_Beauty,1,R1,14,17.6
2018,jardin,G_Beauty,1,R2,9,17.8
2018,jardin,G_Beauty,1,R3,8,17.8
2018,jardin,G_Beauty,2,R1,12,19.4
2018,jardin,G_Beauty,2,R2,13,17.8
2018,jardin,G_Beauty,2,R3,10,16.6
2018,jardin,G_Big.Red,1,R1,5,15.6
2018,jardin,G_Big.Red,1,R2,12,17
2018,jardin,G_Big.Red,1,R3,4,18.6
2018,jardin,G_Big.Red,2,R1,9,16.4
2018,jardin,G_Big.Red,2,R2,12,16.2
2018,jardin,G_Big.Red,2,R3,8,17.2
2018,jardin,G_Big.Red,3,R1,7,17.8
2018,jardin,G_Big.Red,3,R2,9,17.8
2018,jardin,G_Big.Red,3,R3,9,19.6
2018,jardin,G_Black,1,R1,6,21
2018,jardin,G_Black,1,R2,8,18.2
2018,jardin,G_Black,1,R3,4,20
2018,jardin,G_Black,1,R1,5,21
2018,jardin,G_Black,1,R2,4,18.2
2018,jardin,G_Black,2,R1,7,NA
2018,jardin,G_Black,2,R2,7,NA
2018,jardin,G_Bogazkere,1,R1,5,18
2018,jardin,G_Bogazkere,1,R2,3,20.4
2018,jardin,G_Bogazkere,1,R3,4,18
2018,jardin,G_Bogazkere,2,R1,4,19
2018,jardin,G_Bogazkere,2,R2,5,17
2018,jardin,G_Bogazkere,2,R3,4,18
2018,jardin,G_Calmeria,1,R1,7,19
2018,jardin,G_Calmeria,1,R2,5,20
2018,jardin,G_Calmeria,2,R1,7,20.2
2018,jardin,G_Calmeria,2,R2,5,22
2018,jardin,G_Calmeria,3,R1,6,16
2018,jardin,G_Calmeria,3,R2,10,15
2018,jardin,G_Canner,1,R1,6,19
2018,jardin,G_Canner,1,R2,8,19
2018,jardin,G_Canner,1,R3,5,18.5
2018,jardin,G_Canner,2,R1,6,16
2018,jardin,G_Canner,2,R2,10,17
2018,jardin,G_Canner,2,R3,7,16
2018,jardin,G_Cardinal,1,R1,6,15
2018,jardin,G_Cardinal,1,R2,13,19.6
2018,jardin,G_Cardinal,1,R3,5,13.8
2018,jardin,G_Cardinal,2,R1,8,19.2
2018,jardin,G_Cardinal,2,R2,9,18.2
2018,jardin,G_Cardinal,2,R3,12,16
2018,jardin,G_Cardinal,3,R1,9,16
2018,jardin,G_Cardinal,3,R2,9,15
2018,jardin,G_Cardinal,3,R3,10,15
2018,jardin,G_Centennial,1,R1,11,19.8
2018,jardin,G_Centennial,1,R2,12,20
2018,jardin,G_Centennial,2,R1,5,22.6
2018,jardin,G_Centennial,3,R1,12,19.4
2018,jardin,G_Centennial,3,R2,11,19.6
2018,jardin,G_Centennial,3,R3,4,18.8
2018,jardin,G_Centennial,3,R4,12,18.8
2018,jardin,G_Cesar,1,R1,10,19.2
2018,jardin,G_Cesar,1,R2,12,16.6
2018,jardin,G_Cesar,1,R3,15,18
2018,jardin,G_Cesar,2,R1,14,18
2018,jardin,G_Cesar,2,R2,5,18
2018,jardin,G_Cesar,2,R3,6,16
2018,jardin,G_Cesar,3,R1,14,18.6
2018,jardin,G_Cesar,3,R2,14,17
2018,jardin,G_Cesar,3,R3,9,17
2018,jardin,G_Chaselas.Musque,1,R1,5,17
2018,jardin,G_Chaselas.Musque,1,R2,8,21
2018,jardin,G_Chaselas.Musque,1,R3,8,19
2018,jardin,G_Chaselas.Musque,2,R1,11,18.4
2018,jardin,G_Chaselas.Musque,2,R2,16,18
2018,jardin,G_Chaselas.Musque,2,R3,9,22
2018,jardin,G_Chaselas.Musque,3,R1,14,20.4
2018,jardin,G_Chaselas.Musque,3,R2,5,20
2018,jardin,G_Chaselas.Musque,3,R3,8,16
2018,jardin,G_Chirai.Obak,1,R1,10,19
2018,jardin,G_Chirai.Obak,2,R1,13,16.6
2018,jardin,G_Chirai.Obak,3,R1,9,17.6
2018,jardin,G_Chirai.Obak,3,R2,12,16.8
2018,jardin,G_Chouchillon,1,R1,17,18.9
2018,jardin,G_Chouchillon,1,R2,8,18
2018,jardin,G_Chouchillon,1,R3,11,18.4
2018,jardin,G_Crimson,1,R1,8,17.1
2018,jardin,G_Crimson,1,R2,5,18.2
2018,jardin,G_Crimson,1,R3,5,18.8
2018,jardin,G_Crimson,2,R1,5,16
2018,jardin,G_Crimson,2,R2,4,13
2018,jardin,G_Crimson,2,R3,7,14
2018,jardin,G_Csaba.Gyangye,1,R1,13,15.8
2018,jardin,G_Csaba.Gyangye,1,R2,8,17.2
2018,jardin,G_Csaba.Gyangye,1,R3,7,NA
2018,jardin,G_Csaba.Gyangye,2,R1,10,17.4
2018,jardin,G_Csaba.Gyangye,2,R2,15,18.2
2018,jardin,G_Csaba.Gyangye,2,R3,8,NA
2018,jardin,G_Csaba.Gyangye,3,R1,7,18.8
2018,jardin,G_Csaba.Gyangye,3,R2,6,NA
2018,jardin,G_Delizia.di.Vaprio,1,R1,13,19.4
2018,jardin,G_Delizia.di.Vaprio,1,R2,15,17
2018,jardin,G_Delizia.di.Vaprio,1,R3,12,17.4
2018,jardin,G_Delizia.di.Vaprio,2,R1,6,21
2018,jardin,G_Delizia.di.Vaprio,2,R2,6,20.8
2018,jardin,G_Delizia.di.Vaprio,2,R3,9,20.4
2018,jardin,G_Dawn,1,R1,3,16.4
2018,jardin,G_Dawn,1,R2,4,15.4
2018,jardin,G_Dawn,1,R3,7,15.8
2018,jardin,G_Dawn,2,R1,3,20
2018,jardin,G_Dawn,2,R2,8,16.8
2018,jardin,G_Dawn,2,R3,5,19.4
2018,jardin,G_Duc.Magenta,1,R1,9,14.5
2018,jardin,G_Duc.Magenta,1,R2,10,17.1
2018,jardin,G_Duc.Magenta,1,R3,8,15
2018,jardin,G_Duc.Magenta,2,R1,7,14
2018,jardin,G_Duc.Magenta,2,R2,7,16
2018,jardin,G_Duc.Magenta,2,R3,9,18
2018,jardin,G_Duc.Magenta,3,R1,5,16.5
2018,jardin,G_Duc.Magenta,3,R2,5,16.7
2018,jardin,G_Duc.Magenta,3,R3,7,15
2018,jardin,G_Emperor,1,R1,7,16.4
2018,jardin,G_Emperor,1,R2,6,16.8
2018,jardin,G_Emperor,1,R3,9,18
2018,jardin,G_Emperor,2,R1,6,16
2018,jardin,G_Emperor,2,R2,6,16.2
2018,jardin,G_Emperor,2,R3,6,16
2018,jardin,G_Espadeiro.Tinto,1,R1,5,17.8
2018,jardin,G_Espadeiro.Tinto,1,R2,3,16
2018,jardin,G_Espadeiro.Tinto,1,R3,4,18.8
2018,jardin,G_Espadeiro.Tinto,2,R1,3,18
2018,jardin,G_Espadeiro.Tinto,2,R2,5,18
2018,jardin,G_Espadeiro.Tinto,2,R3,6,18
2018,jardin,G_Espadeiro.Tinto,3,R1,2,19
2018,jardin,G_Espadeiro.Tinto,3,R2,5,17
2018,jardin,G_Espadeiro.Tinto,3,R3,10,20
2018,jardin,G_Exotic,1,R1,10,17
2018,jardin,G_Exotic,1,R2,5,16
2018,jardin,G_Exotic,1,R3,6,14.8
2018,jardin,G_Exotic,2,R1,7,16
2018,jardin,G_Exotic,2,R2,4,15
2018,jardin,G_Exotic,2,R3,7,17
2018,jardin,G_Flame,3,R1,5,16.8
2018,jardin,G_Flame,3,R2,7,16.2
2018,jardin,G_Flame,2,R1,12,15.9
2018,jardin,G_Flame,2,R2,11,14
2018,jardin,G_Flame,2,R3,8,NA
2018,jardin,G_Flame,1,R1,9,15.8
2018,jardin,G_Flame,1,R2,7,15.3
2018,jardin,G_Flame,1,R3,13,NA
2018,jardin,G_Fue.Fuki,1,R1,21,17
2018,jardin,G_Fue.Fuki,1,R2,19,17
2018,jardin,G_Fue.Fuki,1,R3,16,17.6
2018,jardin,G_Iniagrape.one,1,R1,10,22.2
2018,jardin,G_Iniagrape.one,1,R2,6,19.2
2018,jardin,G_Iniagrape.one,1,R3,12,19.8
2018,jardin,G_Iniagrape.one,2,R1,8,18
2018,jardin,G_Iniagrape.one,2,R2,18,20.4
2018,jardin,G_Iniagrape.one,2,R3,16,20.2
2018,jardin,G_Iniagrape.one,3,R1,12,16.2
2018,jardin,G_Iniagrape.one,3,R2,12,15.6
2018,jardin,G_Iniagrape.one,3,R3,16,16.8
2018,jardin,G_Gros.Colman,1,R1,9,17
2018,jardin,G_Gros.Colman,1,R2,9,16
2018,jardin,G_Gros.Colman,1,R3,6,17
2018,jardin,G_Ilusion,1,R1,4,19
2018,jardin,G_Ilusion,1,R2,8,19
2018,jardin,G_Ilusion,1,R3,7,17.8
2018,jardin,G_Ilusion,2,R1,5,21.2
2018,jardin,G_Ilusion,2,R2,6,19.8
2018,jardin,G_Ilusion,2,R3,4,19
2018,jardin,G_Ilusion,3,R1,8,16.2
2018,jardin,G_Ilusion,3,R2,4,16
2018,jardin,G_Ilusion,3,R3,6,15.4
2018,jardin,G_Italia,1,R1,6,19
2018,jardin,G_Italia,1,R2,8,20.4
2018,jardin,G_Italia,1,R3,8,18.2
2018,jardin,G_Italia,2,R1,7,20
2018,jardin,G_Italia,2,R2,4,14
2018,jardin,G_Italia,2,R3,7,17.2
2018,jardin,G_Italia,3,R1,8,17
2018,jardin,G_Italia,3,R2,8,20
2018,jardin,G_Italia,3,R3,8,20
2018,jardin,G_Italia.Pirovano,1,R1,5,15.2
2018,jardin,G_Italia.Pirovano,1,R2,3,16
2018,jardin,G_Italia.Pirovano,1,R3,7,14
2018,jardin,G_Italia.Pirovano,2,R1,7,17.8
2018,jardin,G_Italia.Pirovano,2,R2,6,18
2018,jardin,G_Italia.Pirovano,2,R3,7,16
2018,jardin,G_July.Muscat,1,R1,8,20
2018,jardin,G_July.Muscat,1,R2,4,18.8
2018,jardin,G_July.Muscat,1,R3,5,20
2018,jardin,G_Kapistroni.tetri,1,R1,5,16
2018,jardin,G_Kapistroni.tetri,1,R2,8,13
2018,jardin,G_Kapistroni.tetri,1,R3,9,16.8
2018,jardin,G_Kapistroni.tetri,2,R1,12,14.8
2018,jardin,G_Kapistroni.tetri,2,R2,10,16
2018,jardin,G_Kapistroni.tetri,2,R3,5,19.2
2018,jardin,G_Kyoho,1,R1,11,18
2018,jardin,G_Kyoho,1,R2,9,18
2018,jardin,G_Kyoho,2,R1,7,19.5
2018,jardin,G_Kyoho,2,R2,4,17
2018,jardin,G_Kyoho,2,R3,7,19
2018,jardin,G_Korithi,1,R1,7,18.2
2018,jardin,G_Korithi,1,R2,8,16
2018,jardin,G_Korithi,1,R3,8,16.4
2018,jardin,G_Korithi,2,R1,8,16.4
2018,jardin,G_Korithi,2,R2,7,20
2018,jardin,G_Korithi,2,R3,7,19.2
2018,jardin,G_K.Belyi,1,R1,5,16.8
2018,jardin,G_K.Belyi,1,R2,4,13.6
2018,jardin,G_K.Belyi,1,R3,2,16
2018,jardin,G_Lameiro,1,R1,28,18.2
2018,jardin,G_Lameiro,1,R2,19,18.4
2018,jardin,G_Lameiro,1,R3,21,16.2
2018,jardin,G_Lameiro,2,R1,12,16.6
2018,jardin,G_Lameiro,2,R2,17,16
2018,jardin,G_Lameiro,2,R3,12,16
2018,jardin,G_Lameiro,3,R1,13,20
2018,jardin,G_Lameiro,3,R2,9,18.2
2018,jardin,G_Lameiro,3,R3,6,18
2018,jardin,G_23,1,R1,9,21
2018,jardin,G_23,1,R2,14,20.4
2018,jardin,G_23,1,R3,11,20.4
2018,jardin,G_23,2,R1,6,17.2
2018,jardin,G_23,2,R2,12,15
2018,jardin,G_23,2,R3,10,17.4
2018,jardin,G_23,3,R1,10,19
2018,jardin,G_23,3,R2,6,17.1
2018,jardin,G_23,3,R3,7,15
2018,jardin,G_Magdalena,1,R1,5,18
2018,jardin,G_Magdalena,2,R1,7,NA
2018,jardin,G_Magdalena,3,R1,4,NA
2018,jardin,G_Maravilla.de.Malaga,1,R1,8,16.4
2018,jardin,G_Maravilla.de.Malaga,1,R2,6,17.2
2018,jardin,G_Maravilla.de.Malaga,1,R3,7,16
2018,jardin,G_Maravilla.de.Malaga,2,R1,7,20
2018,jardin,G_Maravilla.de.Malaga,2,R2,5,16
2018,jardin,G_Maravilla.de.Malaga,2,R3,8,16.8
2018,jardin,G_Medouar,1,R1,8,16.4
2018,jardin,G_Medouar,1,R2,9,16
2018,jardin,G_Medouar,1,R3,9,18
2018,jardin,G_Medouar,2,R1,8,17
2018,jardin,G_Medouar,2,R2,9,16
2018,jardin,G_Medouar,2,R3,9,16
2018,jardin,G_Medouar,3,R1,6,17.2
2018,jardin,G_Medouar,3,R2,8,18
2018,jardin,G_Medouar,3,R3,6,18.4
2018,jardin,G_Mehdik,2,R1,4,17
2018,jardin,G_Mehdik,2,R2,4,NA
2018,jardin,G_Melissa,1,R1,3,21
2018,jardin,G_Melissa,1,R2,3,19
2018,jardin,G_Melissa,2,R1,6,15
2018,jardin,G_Melissa,2,R2,5,17.6
2018,jardin,G_Melissa,3,R1,6,18.4
2018,jardin,G_Melissa,3,R2,6,17
2018,jardin,G_Monukka,1,R1,11,13.4
2018,jardin,G_Monukka,1,R2,13,16
2018,jardin,G_Monukka,1,R3,16,18
2018,jardin,G_Monukka,2,R1,19,15
2018,jardin,G_Monukka,2,R2,12,17
2018,jardin,G_Monukka,2,R3,11,20.4
2018,jardin,G_Moscatel.Oeiras.Faux,1,R1,6,19
2018,jardin,G_Moscatel.Oeiras.Faux,1,R2,8,17.2
2018,jardin,G_Moscatel.Oeiras.Faux,1,R3,7,16.2
2018,jardin,G_Moscatel.Oeiras.Faux,2,R1,4,16
2018,jardin,G_Moscatel.Oeiras.Faux,2,R2,6,16.2
2018,jardin,G_Moscatel.Oeiras.Faux,2,R3,4,16.2
2018,jardin,G_Moscatel.Oeiras.Faux,3,R1,6,21
2018,jardin,G_Moscatel.Oeiras.Faux,3,R2,4,21.2
2018,jardin,G_Moscatel.Oeiras.Faux,3,R3,5,21
2018,jardin,G_Moscatel.Rosada,1,R1,12,23
2018,jardin,G_Moscatel.Rosada,1,R2,10,23.6
2018,jardin,G_Moscatel.Rosada,1,R3,6,22
2018,jardin,G_Moscatel.Rosada,2,R1,15,24.6
2018,jardin,G_Moscatel.Rosada,2,R2,12,24.2
2018,jardin,G_Moscatel.Rosada,2,R3,10,23.6
2018,jardin,G_Moscatel.Rosada,3,R1,10,23.8
2018,jardin,G_Moscatel.Rosada,3,R2,7,23.6
2018,jardin,G_Moscatel.Rosada,3,R3,3,24
2018,jardin,G_Olivette,1,R1,5,20.2
2018,jardin,G_Olivette,1,R2,6,21.1
2018,jardin,G_Olivette,1,R3,4,21
2018,jardin,G_Olivette,2,R1,5,19
2018,jardin,G_Olivette,2,R2,3,17
2018,jardin,G_Olivette,2,R3,3,18.2
2018,jardin,G_Orbois,1,R1,10,16
2018,jardin,G_Orbois,1,R2,11,17
2018,jardin,G_Orbois,1,R3,5,16
2018,jardin,G_Orbois,2,R1,7,16
2018,jardin,G_Orbois,2,R2,5,18.6
2018,jardin,G_Orbois,2,R3,9,18
2018,jardin,G_Orlovi.Nokti,1,R1,6,21
2018,jardin,G_Orlovi.Nokti,1,R2,6,15
2018,jardin,G_Orlovi.Nokti,1,R3,5,20
2018,jardin,G_Orlovi.Nokti,2,R1,5,19
2018,jardin,G_Orlovi.Nokti,2,R2,5,19
2018,jardin,G_Orlovi.Nokti,2,R3,3,19
2018,jardin,G_Patagonia,1,R1,6,16
2018,jardin,G_Patagonia,1,R2,7,17
2018,jardin,G_Patagonia,1,R3,6,17
2018,jardin,G_Patagonia,2,R1,5,21
2018,jardin,G_Patagonia,2,R2,8,18.2
2018,jardin,G_Patagonia,2,R3,7,19.6
2018,jardin,G_Pervenetz,1,R1,18,17
2018,jardin,G_Pervenetz,1,R2,13,16.4
2018,jardin,G_Pervenetz,1,R3,13,17.2
2018,jardin,G_Pervenetz,2,R1,22,16.2
2018,jardin,G_Pervenetz,2,R2,15,15.4
2018,jardin,G_Pervenetz,2,R3,21,17
2018,jardin,G_Pervenetz,3,R1,18,16.4
2018,jardin,G_Pervenetz,3,R2,20,17.2
2018,jardin,G_Pervenetz,3,R3,16,16.2
2018,jardin,G_Plant.de.Maroc,1,R1,13,17
2018,jardin,G_Plant.de.Maroc,2,R1,11,18
2018,jardin,G_Plant.de.Maroc,2,R2,6,17
2018,jardin,G_Pletchistik,1,R1,7,19.2
2018,jardin,G_Pletchistik,1,R2,7,17.4
2018,jardin,G_Pletchistik,1,R3,10,19.2
2018,jardin,G_Pletchistik,2,R1,8,18.6
2018,jardin,G_Pletchistik,2,R2,4,19.2
2018,jardin,G_Pletchistik,2,R3,6,20.6
2018,jardin,G_Portugais.Bleu,1,R1,9,17.4
2018,jardin,G_Portugais.Bleu,1,R2,5,16.8
2018,jardin,G_Portugais.Bleu,1,R3,8,17
2018,jardin,G_Queen,1,R1,13,15
2018,jardin,G_Queen,1,R2,6,16
2018,jardin,G_Queen,1,R3,6,17.6
2018,jardin,G_Queen,2,R1,7,16.2
2018,jardin,G_Queen,2,R2,10,18.4
2018,jardin,G_Queen,2,R3,10,17.8
2018,jardin,G_Red.Globe,1,R1,6,19
2018,jardin,G_Red.Globe,1,R2,8,18
2018,jardin,G_Red.Globe,1,R3,3,18
2018,jardin,G_Red.Globe,2,R1,8,18
2018,jardin,G_Red.Globe,2,R2,11,19
2018,jardin,G_Red.Globe,2,R3,7,18
2018,jardin,G_Red.Globe,3,R1,5,17
2018,jardin,G_Red.Globe,3,R2,3,18
2018,jardin,G_Red.Globe,3,R3,2,15
2018,jardin,G_Red,1,R1,10,15
2018,jardin,G_Red,1,R2,6,13.5
2018,jardin,G_Red,1,R3,7,13
2018,jardin,G_Red,2,R1,16,14
2018,jardin,G_Red,2,R2,10,15.8
2018,jardin,G_Red,2,R3,8,13.8
2018,jardin,G_Red,3,R1,10,15
2018,jardin,G_Red,3,R2,6,16
2018,jardin,G_Red,3,R3,7,15
2018,jardin,G_Retagliado.Bianco,1,R1,8,12.6
2018,jardin,G_Retagliado.Bianco,1,R2,5,14
2018,jardin,G_Retagliado.Bianco,1,R3,6,12
2018,jardin,G_Retagliado.Bianco,2,R1,7,17
2018,jardin,G_Retagliado.Bianco,2,R2,8,15
2018,jardin,G_Retagliado.Bianco,2,R3,9,13.6
2018,jardin,G_Retagliado.Bianco,3,R1,6,13.4
2018,jardin,G_Retagliado.Bianco,3,R2,6,14
2018,jardin,G_Retagliado.Bianco,3,R3,6,13.6
2018,jardin,G_Ribier,1,R1,4,18.4
2018,jardin,G_Ribier,1,R2,5,17.2
2018,jardin,G_Ribier,1,R3,4,19.8
2018,jardin,G_Ribier,2,R1,4,22.2
2018,jardin,G_Ribier,2,R2,8,20
2018,jardin,G_Ribier,2,R3,5,20.4
2018,jardin,G_Ruby.Cabernet,1,R1,12,16.2
2018,jardin,G_Ruby.Cabernet,1,R2,12,15.6
2018,jardin,G_Ruby.Cabernet,1,R3,11,18.2
2018,jardin,G_Ruby.Cabernet,2,R1,18,18
2018,jardin,G_Ruby.Cabernet,2,R2,11,15.4
2018,jardin,G_Ruby.Cabernet,2,R3,5,19.8
2018,jardin,G_Ruby.Cabernet,3,R1,10,18
2018,jardin,G_Ruby.Cabernet,3,R2,11,19
2018,jardin,G_Ruby.Cabernet,3,R3,9,18
2018,jardin,G_San.Francisco,1,R1,4,21
2018,jardin,G_San.Francisco,1,R2,6,20
2018,jardin,G_San.Francisco,1,R3,6,20.5
2018,jardin,G_San.Francisco,2,R1,7,18
2018,jardin,G_San.Francisco,2,R2,7,15
2018,jardin,G_San.Francisco,2,R3,5,16
2018,jardin,G_Seleccion.5,1,R1,7,19
2018,jardin,G_Seleccion.5,1,R2,6,20
2018,jardin,G_Seleccion.5,1,R3,9,20
2018,jardin,G_Seleccion.5,2,R1,11,18
2018,jardin,G_Seleccion.5,2,R2,7,18
2018,jardin,G_Seleccion.5,2,R3,7,19
2018,jardin,G_Seleccion.5,3,R1,12,16.6
2018,jardin,G_Seleccion.5,3,R2,14,19.2
2018,jardin,G_Seleccion.5,3,R3,10,19.8
2018,jardin,G_Sultanina.Monococo,1,R1,12,16.6
2018,jardin,G_Sultanina.Monococo,1,R2,18,18
2018,jardin,G_Sultanina.Monococo,1,R3,18,17
2018,jardin,G_Sultanina.Monococo,2,R1,11,16.8
2018,jardin,G_Sultanina.Monococo,2,R2,13,17
2018,jardin,G_Sultanina.Monococo,2,R3,16,15
2018,jardin,G_Superior,1,R1,5,17.2
2018,jardin,G_Superior,1,R2,8,18.8
2018,jardin,G_Superior,2,R1,4,19.2
2018,jardin,G_Superior,3,R1,3,18
2018,jardin,G_Superior,4,R1,6,16.2
2018,jardin,G_Superior,4,R2,9,18.6
2018,jardin,G_Superior,4,R3,14,17.2
2018,jardin,G_Tandaya,1,R1,15,19
2018,jardin,G_Tandaya,1,R2,14,20.4
2018,jardin,G_Titsa.Kaprei,1,R1,10,12.5
2018,jardin,G_Titsa.Kaprei,1,R2,10,13
2018,jardin,G_Titsa.Kaprei,1,R3,12,12
2018,jardin,G_Titsa.Kaprei,2,R1,8,13
2018,jardin,G_Titsa.Kaprei,2,R2,11,11.8
2018,jardin,G_Titsa.Kaprei,3,R1,11,12.2
2018,jardin,G_Titsa.Kaprei,3,R2,9,14.8
2018,jardin,G_Tsolikouri,1,R1,5,22
2018,jardin,G_Tsolikouri,1,R2,5,21
2018,jardin,G_Tsolikouri,1,R3,5,22
2018,jardin,G_Tsolikouri,2,R1,6,19
